"Date","Price","Open","High","Low","Vol.","Change %"
"22/07/2025","4,827.10","4,854.74","4,855.69","4,809.42","31.13M","-0.83%"
"21/07/2025","4,867.52","4,838.46","4,895.49","4,837.97","26.07M","0.65%"
"18/07/2025","4,836.30","4,824.55","4,836.30","4,796.28","33.96M","0.18%"
"17/07/2025","4,827.48","4,825.59","4,835.85","4,811.20","31.28M","0.42%"
"16/07/2025","4,807.33","4,816.79","4,839.31","4,797.28","28.58M","-0.35%"
"15/07/2025","4,824.31","4,824.35","4,870.46","4,822.03","27.89M","-0.13%"
"14/07/2025","4,830.45","4,815.89","4,831.61","4,801.99","17.60M","-0.30%"
"11/07/2025","4,844.75","4,857.98","4,865.68","4,834.17","27.50M","-0.74%"
"10/07/2025","4,880.80","4,853.14","4,897.62","4,851.77","26.51M","1.02%"
"09/07/2025","4,831.38","4,822.05","4,852.31","4,803.89","25.82M","0.34%"
"08/07/2025","4,814.82","4,801.88","4,815.05","4,775.82","26.04M","0.27%"
"07/07/2025","4,801.92","4,792.72","4,805.92","4,780.98","19.04M","-0.03%"
"04/07/2025","4,803.52","4,810.69","4,813.37","4,787.96","15.10M","-0.49%"
"03/07/2025","4,827.24","4,817.55","4,829.48","4,812.01","20.14M","0.42%"
"02/07/2025","4,807.11","4,788.07","4,824.26","4,774.07","25.93M","0.81%"
"01/07/2025","4,768.43","4,782.80","4,787.25","4,743.09","22.09M","-0.25%"
"30/06/2025","4,780.21","4,811.55","4,811.80","4,762.96","31.13M","-0.36%"
"27/06/2025","4,797.70","4,764.57","4,797.70","4,762.92","27.37M","1.25%"
"26/06/2025","4,738.54","4,716.89","4,740.78","4,700.48","31.07M","0.62%"
"25/06/2025","4,709.43","4,750.26","4,752.06","4,701.47","27.08M","-0.79%"
"24/06/2025","4,746.92","4,783.36","4,792.34","4,742.78","31.93M","0.34%"
"23/06/2025","4,730.90","4,729.93","4,748.09","4,702.74","41.17M","-0.10%"
"19/06/2025","4,735.75","4,706.23","4,763.92","4,706.23","102.05M","0.17%"
"18/06/2025","4,727.59","4,726.97","4,743.72","4,706.20","30.49M","-0.11%"
"17/06/2025","4,732.82","4,758.68","4,768.77","4,724.19","29.99M","-1.03%"
"16/06/2025","4,782.31","4,722.50","4,793.88","4,721.23","31.84M","1.28%"
"13/06/2025","4,721.89","4,729.11","4,751.92","4,716.67","35.18M","-1.31%"
"12/06/2025","4,784.57","4,771.42","4,784.57","4,735.80","30.58M","-0.21%"
"11/06/2025","4,794.44","4,794.86","4,820.16","4,788.44","30.88M","-0.10%"
"10/06/2025","4,799.42","4,786.07","4,800.33","4,775.03","24.24M","0.27%"
"09/06/2025","4,786.64","4,767.28","4,791.74","4,766.04","20.98M","0.32%"
"06/06/2025","4,771.48","4,772.18","4,772.83","4,760.23","21.25M","-0.14%"
"05/06/2025","4,778.12","4,771.47","4,780.31","4,746.04","23.99M","0.22%"
"04/06/2025","4,767.71","4,729.27","4,777.81","4,726.73","28.58M","1.19%"
"03/06/2025","4,711.70","4,733.56","4,737.02","4,691.44","27.48M","-0.32%"
"02/06/2025","4,726.68","4,709.72","4,748.36","4,702.96","37.91M","-0.08%"
"30/05/2025","4,730.30","4,749.96","4,768.24","4,720.74","96.53M","-0.66%"
"28/05/2025","4,761.73","4,769.53","4,793.00","4,761.20","25.08M","-0.35%"
"27/05/2025","4,778.38","4,759.96","4,789.81","4,752.78","27.75M","0.40%"
"26/05/2025","4,759.54","4,746.34","4,777.16","4,746.34","18.53M","0.98%"
"23/05/2025","4,713.46","4,767.80","4,785.48","4,639.61","38.50M","-1.09%"
"22/05/2025","4,765.18","4,795.32","4,813.35","4,737.29","31.55M","-0.82%"
"21/05/2025","4,804.70","4,778.28","4,809.23","4,762.95","32.63M","0.25%"
"20/05/2025","4,792.92","4,751.17","4,796.49","4,739.31","32.00M","0.97%"
"19/05/2025","4,746.84","4,735.49","4,746.84","4,701.46","24.09M","0.06%"
"16/05/2025","4,743.86","4,746.08","4,752.05","4,716.39","33.51M","0.26%"
"15/05/2025","4,731.53","4,676.76","4,731.53","4,675.74","35.54M","0.79%"
"14/05/2025","4,694.64","4,689.70","4,715.60","4,678.49","35.08M","0.00%"
"13/05/2025","4,694.83","4,678.11","4,707.40","4,678.11","29.58M","0.21%"
"12/05/2025","4,685.22","4,621.85","4,685.22","4,621.78","41.44M","2.14%"
"09/05/2025","4,587.00","4,585.90","4,612.52","4,580.18","31.87M","0.43%"
"08/05/2025","4,567.48","4,561.63","4,588.03","4,546.87","35.90M","0.28%"
"07/05/2025","4,554.70","4,555.25","4,566.09","4,534.83","36.11M","0.31%"
"06/05/2025","4,540.81","4,575.19","4,575.36","4,514.23","34.27M","-0.36%"
"05/05/2025","4,557.36","4,547.09","4,560.83","4,536.76","21.70M","0.17%"
"02/05/2025","4,549.74","4,538.58","4,558.17","4,525.49","41.01M","1.18%"
"30/04/2025","4,496.49","4,435.58","4,496.49","4,435.56","54.60M","1.66%"
"29/04/2025","4,423.18","4,403.52","4,442.75","4,395.63","43.23M","0.83%"
"28/04/2025","4,386.75","4,388.50","4,404.29","4,365.75","35.35M","0.21%"
